Timestamp,acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0,0.17,-0.18,0.92,-3.76,8.47,-0.73
0.01,0.16,-0.18,0.92,-3.73,11.33,-1.62
0.02,0.14,-0.19,0.93,-3.82,9.34,-1.5
0.03,0.14,-0.19,0.91,-4.02,5.83,-1.02
0.04,0.14,-0.19,0.89,-5.68,2.43,-0.23
0.05,0.15,-0.19,0.88,-7.1,-0.4,-0.18
0.060000000000000005,0.13,-0.19,0.87,-8.06,-4.0,0.23
0.07,0.14,-0.19,0.88,-9.24,-3.22,0.64
0.08,0.15,-0.19,0.91,-9.54,-0.95,0.55
0.09,0.15,-0.2,0.93,-7.63,-1.88,0.4
0.09999999999999999,0.16,-0.2,0.92,-6.87,0.76,-0.5
0.10999999999999999,0.16,-0.2,0.92,-7.27,4.7,-1.57
0.11999999999999998,0.15,-0.21,0.9,-7.71,3.42,-1.69
0.12999999999999998,0.15,-0.21,0.91,-9.18,2.09,-2.06
0.13999999999999999,0.14,-0.21,0.93,-8.98,0.14,-1.77
0.15,0.14,-0.21,0.93,-9.22,-2.44,-1.95
0.16,0.13,-0.22,0.92,-10.69,-6.2,-1.83
0.17,0.14,-0.23,0.94,-11.44,-7.24,-1.39
0.18000000000000002,0.16,-0.24,0.96,-12.23,-4.72,-2.96
0.19000000000000003,0.16,-0.25,0.98,-11.62,-2.93,-3.71
0.20000000000000004,0.14,-0.27,1.02,-9.54,-1.39,-3.36
0.21000000000000005,0.16,-0.27,1.04,-9.37,1.39,-2.14
0.22000000000000006,0.16,-0.26,1.04,-10.09,1.45,-2.31
0.23000000000000007,0.16,-0.26,1.02,-12.06,0.7,-3.15
0.24000000000000007,0.14,-0.25,1.0,-13.86,0.47,-3.33
0.25000000000000006,0.13,-0.25,0.95,-19.16,-1.31,-3.34
0.26000000000000006,0.1,-0.24,0.94,-24.81,-6.08,-4.26
0.2700000000000001,0.07,-0.25,0.97,-29.79,-13.33,-3.07
0.2800000000000001,0.04,-0.28,1.02,-30.81,-21.19,0.9
0.2900000000000001,0.08,-0.29,1.12,-28.55,-21.33,6.11
0.3000000000000001,0.17,-0.32,1.22,-27.07,-15.21,9.45
