Timestamp,acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.7800000000000005,0.17,-0.16,1.08,-18.31,6.72,-53.66
0.7900000000000005,0.16,-0.2,1.07,-11.66,13.45,-55.88
0.8000000000000005,0.1,-0.19,1.04,-9.74,19.66,-55.47
0.8100000000000005,0.04,-0.18,0.98,-10.56,24.27,-51.4
0.8200000000000005,0.01,-0.13,0.93,-14.52,27.56,-46.21
0.8300000000000005,-0.02,-0.08,0.88,-21.37,31.11,-41.51
0.8400000000000005,-0.04,-0.06,0.91,-27.77,31.22,-36.4
0.8500000000000005,-0.03,-0.06,0.95,-29.65,32.61,-31.86
0.8600000000000005,-0.03,-0.09,1.01,-25.31,27.36,-29.88
0.8700000000000006,-0.01,-0.12,1.08,-16.11,20.64,-30.95
0.8800000000000006,-0.0,-0.13,1.07,-6.79,23.82,-31.39
0.8900000000000006,-0.04,-0.11,1.01,-1.85,26.85,-30.46
0.9000000000000006,-0.08,-0.09,0.93,-0.66,27.74,-30.92
0.9100000000000006,-0.13,-0.04,0.86,-5.76,29.62,-27.05
0.9200000000000006,-0.14,-0.02,0.83,-11.05,28.46,-24.37
0.9300000000000006,-0.15,-0.05,0.84,-14.55,30.38,-20.27
0.9400000000000006,-0.18,-0.07,0.88,-17.65,36.93,-9.47
0.9500000000000006,-0.24,-0.1,0.92,-16.95,36.61,2.41
0.9600000000000006,-0.25,-0.12,0.97,-12.2,38.14,15.53
0.9700000000000006,-0.22,-0.12,0.96,-6.67,45.4,28.84
0.9800000000000006,-0.16,-0.08,0.92,-2.95,52.84,38.34
0.9900000000000007,-0.1,-0.02,0.81,-6.35,64.6,39.04
1.0000000000000007,-0.09,0.04,0.72,-17.98,67.82,30.24
1.0100000000000007,-0.09,0.02,0.7,-30.81,61.97,10.6
1.0200000000000007,-0.12,-0.04,0.79,-39.28,54.35,-8.72
1.0300000000000007,-0.19,-0.16,0.88,-39.39,50.29,-22.43
1.0400000000000007,-0.27,-0.27,0.95,-33.65,47.21,-26.49
1.0500000000000007,-0.4,-0.34,1.05,-29.21,38.0,-27.4
1.0600000000000007,-0.56,-0.39,1.06,-19.5,47.98,-11.3
1.0700000000000007,-0.56,-0.36,1.06,-7.85,62.29,5.02
1.0800000000000007,-0.54,-0.32,0.99,-2.21,48.98,10.35
1.0900000000000007,-0.49,-0.24,0.95,-0.34,32.98,13.88
1.1000000000000008,-0.4,-0.23,0.94,2.0,16.81,9.11
1.1100000000000008,-0.33,-0.2,0.93,5.82,11.91,1.04
1.1200000000000008,-0.22,-0.21,0.94,8.35,-3.82,-10.47
1.1300000000000008,-0.28,-0.15,0.97,8.84,-6.72,-14.95
1.1400000000000008,-0.27,-0.14,0.96,12.84,1.42,-13.25
1.1500000000000008,-0.29,-0.11,0.94,12.08,10.58,-9.05
1.1600000000000008,-0.36,-0.14,0.9,9.31,7.07,-6.6
1.1700000000000008,-0.31,-0.14,0.9,8.99,0.21,-5.36
1.1800000000000008,-0.28,-0.17,0.95,8.08,-6.55,-5.71
1.1900000000000008,-0.23,-0.18,1.0,11.71,-11.79,-8.5
1.2000000000000008,-0.2,-0.17,0.99,16.72,-17.24,-12.55
1.2100000000000009,-0.18,-0.15,1.0,21.66,-19.27,-16.0
1.2200000000000009,-0.18,-0.13,0.96,26.78,-24.37,-16.69
1.2300000000000009,-0.16,-0.11,0.92,27.91,-23.53,-17.08
1.2400000000000009,-0.21,-0.12,0.92,25.31,-25.95,-11.18
1.2500000000000009,-0.17,-0.11,0.91,23.56,-21.25,-2.99
1.260000000000001,-0.13,-0.11,0.91,20.08,-17.88,2.95
1.270000000000001,-0.08,-0.1,0.92,16.44,-15.65,4.78
1.280000000000001,-0.01,-0.07,0.93,10.66,-3.79,11.79
1.290000000000001,-0.0,-0.07,0.92,10.6,-1.94,6.58
1.300000000000001,-0.01,-0.06,0.92,8.0,-3.01,1.53
1.310000000000001,-0.02,-0.05,0.9,9.05,-4.11,-1.57
1.320000000000001,-0.03,-0.05,0.91,6.18,-6.7,-3.79
1.330000000000001,-0.01,-0.07,0.92,6.6,-3.6,-4.99
1.340000000000001,-0.02,-0.08,0.94,3.8,-0.08,-1.24
1.350000000000001,-0.02,-0.09,0.96,6.06,6.12,0.89
1.360000000000001,-0.04,-0.09,0.97,6.4,10.41,5.3
1.370000000000001,-0.05,-0.06,0.97,5.54,11.18,8.95
1.380000000000001,-0.04,-0.06,0.94,4.63,13.08,8.34
1.390000000000001,-0.04,-0.03,0.91,1.98,12.84,6.03
1.400000000000001,-0.04,-0.02,0.89,1.31,8.49,2.23
1.410000000000001,-0.02,-0.04,0.89,0.15,1.3,-2.6
1.420000000000001,-0.06,-0.06,0.91,-1.91,1.95,-3.74
1.430000000000001,-0.07,-0.09,0.94,-2.24,-0.08,-3.24
1.440000000000001,-0.07,-0.12,0.97,-2.44,3.22,-0.58
1.450000000000001,-0.05,-0.12,0.96,-1.57,6.03,1.79
1.460000000000001,-0.07,-0.12,0.97,0.63,8.18,1.95
1.470000000000001,-0.1,-0.12,0.97,2.58,7.48,0.73
1.480000000000001,-0.12,-0.11,0.93,3.6,-0.17,-1.73
1.490000000000001,-0.1,-0.12,0.93,2.41,-8.26,-3.95
1.500000000000001,-0.08,-0.13,0.95,1.34,-10.89,-4.5
1.5100000000000011,-0.07,-0.15,0.97,0.41,-12.6,-3.92
1.5200000000000011,-0.08,-0.15,0.98,2.6,-15.97,-3.34
1.5300000000000011,-0.08,-0.16,0.98,4.24,-16.44,-0.84
1.5400000000000011,-0.06,-0.15,0.99,6.11,-16.06,0.9
1.5500000000000012,-0.05,-0.12,0.97,6.43,-17.8,1.05
1.5600000000000012,-0.04,-0.1,0.95,7.57,-19.15,-0.47
1.5700000000000012,-0.03,-0.09,0.92,6.58,-21.65,-2.58
1.5800000000000012,-0.01,-0.08,0.92,4.78,-23.59,-4.46
